cookie,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,priority,Flow Bytes/s,Flow Packets/s,Average Packet Size,switch,timestamp,collection_time,label
0x0,40.471,2,140,1,3.4592671295495543,0.04941810185070792,70.0,s2,2025-03-12 16:43:21,1741778001.943108,BENIGN
0x0,40.46,3,238,1,5.88235294117647,0.07414730598121601,79.33333333333333,s2,2025-03-12 16:43:21,1741778001.943108,BENIGN
0x0,40.455,2,140,1,3.460635273760969,0.04943764676801384,70.0,s2,2025-03-12 16:43:21,1741778001.943108,BENIGN
0x0,40.45,3,238,1,5.88380716934487,0.07416563658838071,79.33333333333333,s2,2025-03-12 16:43:21,1741778001.943108,BENIGN
0x0,40.443,2,140,1,3.4616620923274732,0.04945231560467819,70.0,s2,2025-03-12 16:43:21,1741778001.943108,BENIGN
0x0,40.431,3,238,1,5.8865721847097525,0.07420048972323218,79.33333333333333,s2,2025-03-12 16:43:21,1741778001.943108,BENIGN
0x0,40.428,2,140,1,3.4629464727416646,0.04947066389630949,70.0,s2,2025-03-12 16:43:21,1741778001.943108,BENIGN
0x0,40.582,48,3576,0,88.1178847765019,1.1827903996845892,74.5,s2,2025-03-12 16:43:21,1741778001.943108,BENIGN
0x0,45.525,2,140,1,3.0752333882482152,0.043931905546403076,70.0,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.516,3,238,1,5.228930485982951,0.0659108884787767,79.33333333333333,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.515,2,140,1,3.0759090409755023,0.04394155772822146,70.0,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.504,3,238,1,5.230309423347398,0.06592827004219409,79.33333333333333,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.502,2,140,1,3.076787833501824,0.043954111907168913,70.0,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.488,3,238,1,5.232149138234259,0.06595145972564193,79.33333333333333,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.487,2,140,1,3.077802449051377,0.04396860641501967,70.0,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.477,3,238,1,5.233414693141588,0.06596741209842338,79.33333333333333,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.474,2,140,1,3.078682323965343,0.04398117605664776,70.0,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.613,48,3576,0,78.39870212439436,1.0523315721395217,74.5,s1,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.537,2,140,1,3.074422996684015,0.04392032852405736,70.0,s2,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.528,3,238,1,5.227552275522755,0.06589351607801792,79.33333333333333,s2,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.524,2,140,1,3.07530094016343,0.043932870573763286,70.0,s2,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.513,3,238,1,5.2292751521543295,0.0659152330103487,79.33333333333333,s2,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.508,2,140,1,3.0763821745627142,0.043948316779467346,70.0,s2,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.503,3,238,1,5.230424367624113,0.06592971891963167,79.33333333333333,s2,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.496,2,140,1,3.077193599437313,0.04395990856339019,70.0,s2,2025-03-12 16:43:26,1741778006.9810941,BENIGN
0x0,45.484,3,238,1,5.232609269193563,0.06595725969571717,79.33333333333333,s2,2025-03-12 16:43:26,1741778006.9810941,BENIGN
